Software,Version Info
craype-accel-nvidia70,delta: craype-accel-nvidia70
craype-accel-nvidia80,delta: craype-accel-nvidia80
craype-arm-grace,delta: craype-arm-grace
craype-hugepages128m,delta: craype-hugepages128M
craype-hugepages16m,delta: craype-hugepages16M
craype-hugepages1g,delta: craype-hugepages1G
craype-hugepages256m,delta: craype-hugepages256M
craype-hugepages2g,delta: craype-hugepages2G
craype-hugepages2m,delta: craype-hugepages2M
craype-hugepages32m,delta: craype-hugepages32M
craype-hugepages4m,delta: craype-hugepages4M
craype-hugepages512m,delta: craype-hugepages512M
craype-hugepages64m,delta: craype-hugepages64M
craype-hugepages8m,delta: craype-hugepages8M
craype-network-none,delta: craype-network-none
craype-network-ofi,delta: craype-network-ofi
craype-network-ucx,delta: craype-network-ucx
craype-x86-genoa,delta: craype-x86-genoa
craype-x86-milan,delta: craype-x86-milan
craype-x86-milan-x,delta: craype-x86-milan-x
craype-x86-rome,delta: craype-x86-rome
craype-x86-spr,delta: craype-x86-spr
craype-x86-spr-hbm,delta: craype-x86-spr-hbm
craype-x86-trento,delta: craype-x86-trento
craypkg-gen,delta: 1.3.30
default,delta: default
default-s11,delta: default-s11
dos2unix,delta: 7.4.4
gcc-native,"delta: 10.3, 11.2"
gcc-native-mixed,"delta: 10.3, 11.2"
gcc-runtime,"delta: 8.5.0, 11.4.0"
gdb4hpc,delta: 4.15.1
gh,"delta: 2.32.1
expanse: eytgnon, mkz3uxl"
gthumb,delta: 3.12.0
gurobi-dev,delta: 10.0.3
htop,"delta: 3.2.2
faster: 2.0.0, 2.0.1, 3.0.5"
inputproto,delta: 2.3.2
intel-oneapi-advisor,delta: 2024.0.0
intel-oneapi-compilers,"delta: 2022.2.1, ..."
intel-oneapi-mkl,delta: 2024.0.0
intel-oneapi-mpi,delta: 2021.11.0
ior,"delta: 3.3.0
expanse: c3prdsv, c5wdybp, fbtdgli, ..."
iperf3,delta: 3.6
kbproto,delta: 1.0.7
kokkos,"delta: 4.2.00
expanse: e7hbnuz, phogmfw"
libaio,"delta: 0.3.113
faster: 0.3.111"
libbsd,delta: 0.11.7
libice,delta: 1.1.1
libjpeg,delta: 9e
libmd,delta: 1.0.4
libnsl,"delta: 2.0.0
faster: 1.3.0"
libsm,delta: 1.2.4
libxau,delta: 1.0.8
libxcb,delta: 1.14
libxdmcp,delta: 1.1.4
libxt,delta: 1.3.0
lzma,delta: 4.32.7
matlab_unlicensed,delta: 2021b
mdtest,delta: 1.9.3
muparser,delta: 2.3.4
mvapich,delta: 3.0
mvapich-3.0rc_s11,delta: 3.0rc
namd3,"delta: 2022.07.multicore_cuda, 2022.07.multinode_cuda, ..."
ncftp,delta: 3.2.6
ndiff,delta: 2.00
netlib-scalapack,"delta: 2.2.0
expanse: gbhcfir, ..."
node,delta: 21.2.0
nvhpc_latest,delta: 22.11
openmpi+cuda,delta: 4.1.5+cuda
openmpi-5.0_beta,"delta: 5.0.0rc8, 5.0.0rc9"
perftools,delta: perftools
perftools-base,delta: 23.09.0
perftools-lite,delta: perftools-lite
perftools-lite-events,delta: perftools-lite-events
perftools-lite-gpu,delta: perftools-lite-gpu
perftools-lite-hbm,delta: perftools-lite-hbm
perftools-lite-loops,delta: perftools-lite-loops
perftools-preload,delta: perftools-preload
posix2ime,delta: 2020.1
r_flexiblas,delta: 4.3.3
readline,"delta: 8.2
expanse: 8.0"
sanitizers4hpc,delta: 1.1.1
slurm-env,delta: 0.1
tinker-hp,delta: 1.2+cuda
valgrind4hpc,delta: 2.13.1
westpa,delta: 2022.03
xclock,delta: 1.1.1
xerces-c,delta: 3.2.4
xextproto,delta: 7.3.0
xtrans,delta: 1.4.0
defaultmodules,expanse: DefaultModules
abaqus,"expanse: 2018.bk, 2018, 2021hf7"
accessusage,expanse: 0.5-1
adios2,"expanse: f2ejleg, m6x3v7o, ..."
adol-c,"expanse: hjqerr7, qygdtvg, ..."
aocl-sparse,expanse: fg4cxoj
aria2,"expanse: d7r7iaa, q32jtg2
faster: 1.35.0"
arm-forge,expanse: 21.0.1-linux-x86_64
arrayfire,expanse: pl6gadm
beast1,"expanse: a4ztrbb, uuirrt3"
bedtools2,expanse: 5anbfkq
berkeley-db,expanse: 18.1.40
byacc,expanse: master
cereal,expanse: 1.3.0
charmpp,"expanse: ldvm3k4, ukcmwdo, ..."
cm-pmix3,expanse: 3.1.7
cmjob,expanse: cmjob
cpu,"expanse: 0.15.4, 0.17.3b"
cuda-dcgm,expanse: 3.1.3.1
darshan-runtime,expanse: 3.2.1
darshan-util,expanse: 3.2.1
default-environment,expanse: default-environment
dftbplus,expanse: 19.1-openblas
docker,expanse: 20.10.21
entrezdirect,"expanse: u7oel2n, ..."
exabayes,expanse: 1.5.1
freesurfer,"expanse: 7.1.1, 7.2.0"
gaussian09,"expanse: 09.D.01, 09.E.01"
gcc-nvptx,expanse: 11.3.1
gmap-gsnap,expanse: 2020-06-01
gpu,"expanse: 0.15.4, 0.17.3b"
grace,expanse: 5.1.25
hpl,"expanse: bok66cm, de4t44f-omp, iyq74za, ...
faster: 2.3"
idl,expanse: 8.4
iq-tree,expanse: lvmeedg-omp
jags,"expanse: 4.3.0
faster: 4.3.0"
jellyfish,expanse: xvw2ec7
libbeagle,"expanse: ehdtbyb, tiy67sq"
libmatheval,"expanse: jsjx3uu, ...
faster: 1.1.11"
molden,"expanse: nk3z4vy
faster: 7.1"
mpip,"expanse: aowedam, blkwu65, mjhw2bi, ..."
nbo,expanse: 7.0-openblas
netcdf-cxx,expanse: 4.2
neuron,expanse: njfqyq5
nostack,"expanse: 0.15.4, 0.17.3b"
p7zip,expanse: 16.02
pciutils,expanse: 3.7.0
pgi,"expanse: 18.10, 19.7, 20.4"
py-ase,expanse: 2ixsfhj
py-cached-property,expanse: 1.5.1
py-cftime,expanse: 1.0.3.4-openblas
py-cutadapt,expanse: 2.9
py-cycler,expanse: 0.10.0
py-cython,"expanse: esmiigw, y4pzeb6"
py-dask,"expanse: cfmqvjc, 5t23vge"
py-dendropy,expanse: 4.3.0
py-et-xmlfile,expanse: 1.0.1
py-gsd,expanse: 1.9.3
py-h5py,"expanse: e4777ka, h6lkxjq, ..."
py-htseq,expanse: 0.11.2-openblas
py-jdcal,expanse: 1.3
py-jupyter-core,"expanse: a52dnrz, ..."
py-jupyterlab,"expanse: fbrlmmt, ..."
py-kiwisolver,expanse: 1.1.0
py-matplotlib,"expanse: rx5vgow, ..."
py-netcdf4,"expanse: bvbhsk4, fzrdssl, ..."
py-numba,expanse: qpdtmeb
py-numexpr,expanse: 2.7.0-openblas
py-numpy,"expanse: awdtafk, 4o6jrav"
py-openpyxl,expanse: 3.0.3
py-pandas,"expanse: cdn7ah3, xzzqb4t"
py-petsc4py,"expanse: gxzt2bj, ..."
py-phonopy,expanse: 1.10.0-openblas
py-pillow-simd,expanse: 7.0.0.post3
py-pip,"expanse: c6jrr5x, mddhf7t"
py-pybind11,expanse: 2.5.0
py-pycuda,expanse: gxy44zn
py-pyparsing,expanse: 2.4.2
py-pysam,expanse: 0.15.2-openblas
py-pyscf,expanse: 7cmdavf
py-python-dateutil,expanse: 2.8.0
py-pytz,expanse: 2019.3
py-pyyaml,expanse: 5.3.1
py-scikit-learn,"expanse: ec2ajge-omp, ..."
py-scikit-optimize,"expanse: pnkwe7q, ..."
py-scipy,"expanse: kbp2eyv, u7skc52"
py-seaborn,"expanse: inf4toq, 2ow3eva"
py-setuptools,"expanse: eefp7mw, ..."
py-setuptools-scm,expanse: 4.1.2
py-six,expanse: 1.14.0
py-slepc4py,"expanse: l4pxu6f, ..."
py-statsmodels,"expanse: idrw2sz, ..."
py-sympy,"expanse: g2ihkby, 3y3e3ac"
py-tables,expanse: 3.6.1-openblas
py-virtualenv,"expanse: 4kzv6ad, ..."
py-xlrd,expanse: 1.2.0
qchem,"expanse: rytxnwj
faster: 5.3.2-openmp, 5.4.0-openmp"
qrupdate,"expanse: h2h5pdu
faster: 1.1.2"
r-acepack,expanse: 1.4.1-openblas
r-affy,expanse: 1.62.0-openblas
r-affyio,expanse: 1.54.0-openblas
r-annotate,expanse: 1.62.0-openblas
r-annotationdbi,expanse: 1.46.1-openblas
r-askpass,expanse: 1.1-openblas
r-assertthat,expanse: 0.2.1-openblas
r-backports,expanse: 1.1.4-openblas
r-base64,expanse: 2.0-openblas
r-base64enc,expanse: 0.1-3-openblas
r-beanplot,expanse: 1.2-openblas
r-bh,expanse: 1.69.0-1-openblas
r-bibtex,expanse: 0.4.2-openblas
r-biobase,expanse: 2.44.0-openblas
r-biocgenerics,expanse: 0.34.0-openblas
r-biocmanager,expanse: 1.30.10-openblas
r-biocparallel,expanse: 1.18.1-openblas
r-biomart,expanse: 2.40.5-openblas
r-biostrings,expanse: 2.52.0-openblas
r-bit,expanse: 1.1-14-openblas
r-bit64,expanse: 0.9-7-openblas
r-bitops,expanse: 1.0-6-openblas
r-blob,expanse: 1.2.0-openblas
r-bumphunter,expanse: 1.26.0-openblas
r-checkmate,expanse: 1.9.4-openblas
r-cli,expanse: 2.0.2-openblas
r-clipr,expanse: 0.7.0-openblas
r-cluster,expanse: 2.1.0-openblas
r-codetools,expanse: 0.2-16-openblas
r-colorspace,expanse: 1.4-1-openblas
r-crayon,expanse: 1.3.4-openblas
r-curl,expanse: 4.3-openblas
r-data-table,expanse: 1.12.8-openblas
r-dbi,expanse: 1.1.0-openblas
r-delayedarray,expanse: 0.10.0-openblas
r-delayedmatrixstats,expanse: 1.6.1-openblas
r-deseq2,expanse: 1.32.0-openblas
r-digest,expanse: 0.6.25-openblas
r-doparallel,expanse: 1.0.15-openblas
r-dorng,expanse: 1.7.1-openblas
r-dplyr,expanse: 0.8.3-openblas
r-ellipsis,expanse: 0.3.0-openblas
r-evaluate,expanse: 0.14-openblas
r-fansi,expanse: 0.4.0-openblas
r-fdb-infiniummethylation-hg19,expanse: ...
r-foreach,expanse: 1.4.7-openblas
r-foreign,expanse: 0.8-72-openblas
r-formatr,expanse: 1.7-openblas
r-formula,expanse: 1.2-3-openblas
r-futile-logger,expanse: 1.4.3-openblas
r-futile-options,expanse: 1.0.1-openblas
r-genefilter,expanse: 1.72.1-openblas
r-geneplotter,expanse: 1.62.0-openblas
r-genomeinfodb,expanse: 1.20.0-openblas
r-genomeinfodbdata,expanse: 1.2.1-openblas
r-genomicalignments,expanse: 1.20.1-openblas
r-genomicfeatures,expanse: 1.36.4-openblas
r-genomicranges,expanse: 1.36.1-openblas
r-geoquery,expanse: 2.52.0-openblas
r-ggplot2,expanse: 3.2.0-openblas
r-glue,expanse: 1.4.1-openblas
r-gridbase,expanse: 0.4-7-openblas
r-gridextra,expanse: 2.3-openblas
r-gtable,expanse: 0.3.0-openblas
r-hdf5array,expanse: 1.12.3-openblas
r-highr,expanse: 0.8-openblas
r-hmisc,expanse: 4.4-0-openblas
r-hms,expanse: 0.5.0-openblas
r-htmltable,expanse: 1.13.1-openblas
r-htmltools,expanse: 0.3.6-openblas
r-htmlwidgets,expanse: 1.3-openblas
r-httpuv,expanse: 1.5.1-openblas
r-httr,expanse: 1.4.1-openblas
r-illuminaio,expanse: 0.26.0-openblas
r-iranges,expanse: 2.22.2-openblas
r-iterators,expanse: 1.0.12-openblas
r-jpeg,expanse: 0.1-8.1-openblas
r-jsonlite,expanse: 1.6.1-openblas
r-kernsmooth,expanse: 2.23-15-openblas
r-knitr,expanse: 1.28-openblas
r-labeling,expanse: 0.3-openblas
r-lambda-r,expanse: 1.2.3-openblas
r-later,expanse: 0.8.0-openblas
r-lattice,expanse: 0.20-38-openblas
r-latticeextra,expanse: 0.6-28-openblas
r-lazyeval,expanse: 0.2.2-openblas
r-limma,expanse: 3.40.6-openblas
r-locfit,expanse: 1.5-9.1-openblas
r-lumi,expanse: 2.38.0-openblas
r-magrittr,expanse: 1.5-openblas
r-maptools,expanse: 0.9-5-openblas
r-markdown,expanse: 1.1-openblas
r-mass,expanse: 7.3-51.5-openblas
r-matrix,expanse: 1.2-17-openblas
r-matrixstats,expanse: 0.55.0-openblas
r-mclust,expanse: 5.4.5-openblas
r-memoise,expanse: 1.1.0-openblas
r-methylumi,expanse: 2.32.0-openblas
r-mgcv,expanse: 1.8-28-openblas
r-mime,expanse: 0.7-openblas
r-minfi,expanse: 1.30.0-openblas
r-misc3d,expanse: 0.8-4-openblas
r-multtest,expanse: 2.40.0-openblas
r-munsell,expanse: 0.5.0-openblas
r-nleqslv,expanse: 3.3.2-openblas
r-nlme,expanse: 3.1-141-openblas
r-nmf,expanse: 0.21.0-openblas
r-nnet,expanse: 7.3-12-openblas
r-nor1mix,expanse: 1.3-0-openblas
r-openssl,expanse: 1.4.1-openblas
r-org-hs-eg-db,expanse: 3.8.2-openblas
r-pillar,expanse: 1.4.2-openblas
r-pkgconfig,expanse: 2.0.2-openblas
r-pkgmaker,expanse: 0.27-openblas
r-plogr,expanse: 0.2.0-openblas
r-plyr,expanse: 1.8.4-openblas
r-png,expanse: 0.1-7-openblas
r-preprocesscore,expanse: 1.46.0-openblas
r-prettyunits,expanse: 1.0.2-openblas
r-progress,expanse: 1.2.2-openblas
r-promises,expanse: 1.0.1-openblas
r-purrr,expanse: 0.3.4-openblas
r-quadprog,expanse: 1.5-7-openblas
r-r6,expanse: 2.4.0-openblas
r-rcolorbrewer,expanse: 1.1-2-openblas
r-rcpp,expanse: 1.0.4.6-openblas
r-rcpparmadillo,expanse: 0.9.600.4.0-openblas
r-rcurl,expanse: 1.98-1.2-openblas
r-readr,expanse: 1.3.1-openblas
r-registry,expanse: 0.5-1-openblas
r-reshape,expanse: 0.8.8-openblas
r-reshape2,expanse: 1.4.3-openblas
r-rhdf5,expanse: 2.28.1-openblas
r-rhdf5lib,expanse: 1.6.3-openblas
r-rhtslib,expanse: 1.18.1-openblas
r-rlang,expanse: 0.4.6-openblas
r-rngtools,expanse: 1.4-openblas
r-rpart,expanse: 4.1-15-openblas
r-rsamtools,expanse: 2.2.1-openblas
r-rsqlite,expanse: 2.1.2-openblas
r-rstudioapi,expanse: 0.11-openblas
r-rtracklayer,expanse: 1.44.4-openblas
r-s4vectors,expanse: 0.26.1-openblas
r-scales,expanse: 1.0.0-openblas
r-scrime,expanse: 1.3.5-openblas
r-shiny,expanse: 1.3.2-openblas
r-siggenes,expanse: 1.58.0-openblas
r-snow,expanse: 0.4-3-openblas
r-sourcetools,expanse: 0.1.7-openblas
r-sp,expanse: 1.3-1-openblas
r-stringi,expanse: 1.4.3-openblas
r-stringr,expanse: 1.4.0-openblas
r-summarizedexperiment,expanse: 1.18.2-openblas
r-survival,expanse: 3.1-12-openblas
r-sys,expanse: 3.2-openblas
r-tibble,expanse: 2.1.3-openblas
r-tidyr,expanse: 0.8.3-openblas
r-tidyselect,expanse: 0.2.5-openblas
r-txdb-hsapiens-ucsc-hg19-knowngene,expanse: ...
r-utf8,expanse: 1.1.4-openblas
r-vctrs,expanse: 0.2.0-openblas
r-viridis,expanse: 0.5.1-openblas
r-viridislite,expanse: 0.3.0-openblas
r-withr,expanse: 2.2.0-openblas
r-xfun,expanse: 0.8-openblas
r-xml,expanse: 3.98-1.20-openblas
r-xml2,expanse: 1.3.2-openblas
r-xtable,expanse: 1.8-4-openblas
r-xvector,expanse: 0.24.0-openblas
r-yaml,expanse: 2.2.0-openblas
r-zeallot,expanse: 0.1.0-openblas
r-zlibbioc,expanse: 1.30.0-openblas
randfold,expanse: 2.0.1
sdsc,expanse: 1.0
shared,expanse: shared
siesta,expanse: a5jdqly
singularitypro,"expanse: 3.9, 3.11"
slurm,"expanse: current, 23.02.7"
sprng,"expanse: mutxzka, u2op57v, zydwds7, ..."
suite-sparse,"expanse: fypa67y, ..."
superlu-dist,"expanse: c3g2myi, ..."
superlu,"expanse: bhobnmr, ot4sttd, ..."
tabix,expanse: 2013-12-16
tau,"expanse: auogdal, s54anrs, uczbvde, ...
kyric: 2.29"
vasp6,expanse: nfkttop-omp
wps,"expanse: t4pczgv
faster: 4.3.1-dmpar"
cuda10.2,expanse: 10.2.89
cuda11.7,expanse: 11.7.1
aflow,faster: 3.2.11
amos,faster: 3.1.0
amphora2,faster: 20190730-Java-13-pthreads-avx2
aliview,faster: 1.28
arcade-learning-environment,"faster: 0.7.3, 0.8.1"
archive-zip,faster: 1.68
arviz,faster: 0.11.4
autodock-gpu,faster: 1.5.3-CUDA-11.3.1
autodock-vina,faster: 1.1.2-linux_x86
beast,"faster: 2.6.7, 2.7.3"
berkeley-upc,faster: 2022.10.0
bio-db-hts,faster: 3.01
botorch,faster: 0.6.0-Python-3.8.6
bottleneck,"faster: 1.3.2-Python-3.8.6, 1.3.2-Python-3.9.6"
cdat,faster: 8.2.1-Python-3.8.2
cesm,faster: 2.1.3
chapel,faster: 1.29.0-mpi
clang-aomp,faster: 4.5.0
clp,faster: 1.17.7
clustalw2,faster: 2.1
coinutils,faster: 2.11.6
compress-raw-zlib,faster: 2.202
cppunit,faster: 1.15.1
dbd-mysql,faster: 4.050-Perl-5.30.0
db_file,"faster: 1.855, 1.856, 1.858"
dft-d3,faster: 3.2.0
dalton,faster: 2020.0
devito,faster: 4.6.1-Python-3.8.2
dualsphysics,faster: 5.0.175-CUDA-11.4.1
esm,faster: 2.0.0
easybuild-faster,faster: 0
easybuild-faster-scratch,faster: 0
easybuild-faster-myeb,faster: 0
easybuild-faster-tmp,faster: 0
energyplus,"faster: 9.3.0, 23.1.0"
femzip-l,faster: 10.73
firestarter,faster: 2.0
fsa,faster: 1.15.9
fsl,faster: 6.0.5-slurm
fiji,faster: 2.9.0
foldseek,faster: 3-915ef7d-Linux64-avx2
freeimage,faster: 3.18.0
gcatools,faster: 1.0
gpy,faster: 1.10.0
gpytorch,faster: 1.6.0
gtk+,"faster: 3.24.13, 3.24.23"
getdist,faster: 1.4
gitpython,faster: 3.1.27
graalvm,"faster: 21.3.0, 22.2.0"
gradle,faster: 6.9.1
gymnasium,faster: 0.26.3
hdbscan,faster: 0.8.27
hossedu,faster: 2018
inq,faster: 20230821
jdftx,"faster: 1.7.0-CUDA-12.2.0, 1.7.0"
junit,faster: 4.12-Java-1.8
judy,faster: 1.0.5
knitro,"faster: 12.4, 13.2"
kraken,faster: 1.1.1
lsd2,faster: 2.4.1
lumpy,faster: 0.3.1-Python-2.7.16
lzo,faster: 2.10
latex,faster: texlive-2021
mainmast,faster: 1.0
matlab-engine,faster: 9.13.9-R2022b
moe,faster: 2022
moose,"faster: e70fe56913, 6f5b0e59e8"
mummer,"faster: 4.0.0beta2, 4.0.0rc1"
mariadb,"faster: 10.4.13, 10.5.8"
mathematica,faster: 13.2
mccortex,faster: 1.0.1
mujoco,"faster: 2.1.1, 2.2.2"
nccl-tests,faster: 2.13.6-CUDA-11.7.0
ngs,faster: 2.10.5
ngsadmix,faster: 32
nltk,"faster: 3.6.7, 3.7"
nvbio,faster: 2020.02.05-GCC-8.3.0-CUDA-10.1.243
nuitka,faster: 0.9.6
obitools3,faster: 3.0.1b8
ogdf,faster: dogwood-202202
open-data-cube-core,faster: 1.8.3-Python-3.8.2
openai-gym,"faster: 0.21.0, 0.26.2"
opencensus-python,faster: 0.8.0
openmx,faster: 3.9.9
optix,faster: 6.5.0
osi,faster: 0.108.7
phyml,faster: 3.3.20220408
ply,faster: 3.11
parallelfold,"faster: 2021.10.28, 2021.12.02"
pycharm,faster: 2022.2.3
pymc3,faster: 3.11.1
pyopencl,faster: 2020.2.2-Python-3.9.6
pypy,faster: 3.8-v7.3.7
pystan,faster: 2.19.1.1
pytorch3d,faster: 0.4.0-PyTorch-1.7.1
pyomo,faster: 6.4.2
r-bundle-bioconductor,faster: 3.14-R-4.1.2
rnalysis,"faster: 3.3.0, 3.8.0"
rocr-runtime,faster: 4.5.0
roct-thunk-interface,faster: 4.5.0
rocm-compilersupport,faster: 4.5.0
scnic,faster: 0.6.3
sip,faster: 6.8.1
smrt-link,faster: 11.0.0.146107-cli-tools-only
strumpack,faster: 6.1.0
sz,faster: 2.1.12.5
sz3,faster: 3.1.7
schrodinger,"faster: 2020-1, 2021-3"
scipy_tamu,faster: 2021.10-Python-3.8.6
seaview,faster: 5.0.5
seaborn,faster: 0.11.2
spack,faster: 0.17.2
speedseq,faster: 0.1.2-Python-2.7.16
tclap,faster: 1.2.5
taichi,faster: 1.2.1
thermo-calc,"faster: 2021.1, 2021.2, 2022.1"
transformers,faster: 4.2.1-Python-3.8.2
ucsctools,"faster: 2020.12.01-test, 2020.12.01, 2021.08.21"
vep,faster: 107
virtualgl,faster: 3.0
xtalopt,faster: r12.3
yaxt,"faster: 0.9.1, 0.9.2"
zebulon,"faster: z904, z912"
aesara,faster: 2.8.9
alsa-lib,faster: 1.2.8
arrow-r,"faster: 6.0.0.2-R-4.1.2, 8.0.0-R-4.2.1"
astropy,faster: 4.3.1
awscli,faster: 2.11.21
axl,faster: 20220413
bamkit,faster: 2017.04.12
beagle-lib,"faster: 3.1.2, 4.0.0"
biom-format,faster: 2.1.12
bohrium,faster: 0.11.0.post60
bpp,faster: 4.7.0
build,faster: 0.10.0
cobaya,faster: 3.2.2
code-server,"faster: 4.5.1, 4.8.3, 4.9.1, 4.19.1"
colossalai,"faster: 0.1.8-CUDA-11.3.1, 0.1.13-CUDA-11.3.1"
cusz,faster: 0.3.1
cytoolz,"faster: 0.9.0-Python-2.7.16, 0.12.0-Python-3.9.6"
dace,faster: 0.14.1
decona,faster: 0.1.2-Python-3.7.4
dlib,faster: 19.22-CUDA-11.3.1
dm-reverb,faster: 0.2.0
edlib,faster: 1.3.8.post1-Python-3.7.4
exo,faster: 4.18.0
fastcore,faster: 1.3.27
fdasrsf,faster: 2.3.12
futhark,faster: 0.19.5
grpc,faster: 1.44.0
garcon,faster: 4.18.0
gawk,"faster: 5.0.1, 5.1.1"
gdbm,faster: 1.18.1
geocube,faster: 0.0.14-Python-3.8.2
gobff,"faster: 2020b, 2021a"
gsd-vmd,faster: v0.4.0
hipsycl,faster: 0.9.3
hipify-clang,faster: 4.2.0
hyphen,faster: 20230104
iccifort,"faster: 2019.4.243, 2019.5.281, 2020.0.166, 2020.1.217, 2020.4.304"
iccifortcuda,faster: 2020b
iimkl,faster: 2022b
iimpic,faster: 2020b
intel-python,faster: 2022.1.0
intelcuda,faster: 2020b
iomkl,"faster: 2021a, 2022.00"
iompi,"faster: 2020b, 2021a, 2022.00"
lddt,faster: 1.2
lhsmdu,faster: 1.1
libcdms,faster: 3.1.2-Python-3.8.2
libcifpp,faster: 3.0.0
libdrs,faster: 3.1.2
libharu,faster: 2.3.0
libsigsegv,faster: 2.12
libssh,faster: 0.8.9
libwnck,faster: 43.0
libxfce4ui,faster: 4.18.0
libxfce4util,faster: 4.18.0
likwid,"faster: 5.2.1
kyric: 5.0.1"
lis,faster: 2.0.34
loopy,faster: 2020.2.1
mbuffer,faster: 20210328
mcoutbryk,faster: 2018.06.10
mkl-service,faster: 2.3.0
molmod,faster: 1.4.5-Python-3.8.2
mujoco-py,faster: 2.1.2.14
multichoose,faster: 1.0.3
netcdf-combined,"faster: 4.7.4, 4.8.1-gompi-2021b, 4.9.0, 4.9.2-gompi-2023a"
newick_utils,faster: 2.15.05
numexpr,"faster: 2.7.1-Python-3.8.6, 2.7.1-Python-3.9.6"
nv-codec-headers,faster: 11.1.5.2
nvcomp,faster: 2.2.0
oneapi,faster: oneAPI/2022.2.0
pandas,"faster: 1.3.1-Python-3.8.6, 1.4.0-Python-3.9.6"
parasail,faster: 2.4.1
pftoolsv3,faster: 3.2.11
php,faster: 8.2.0
pmi,faster: pmix-x86_64
popt,faster: 1.16
probtorch,faster: 0.1.0
pscom,faster: 5.4-default-CUDA-11.5.0
pv,faster: 1.7.24
pyro-api,faster: 0.1.2
pyro-ppl,faster: 1.5.2
pyspoa,faster: 0.0.4-Python-3.7.4
python-parasail,faster: 1.2-Python-3.7.4
qcat,faster: 1.1.0-Python-3.7.4
ragel,faster: 6.10
rasterio,"faster: 1.1.7-Python-3.8.2, 1.2.10"
rioxarray,"faster: 0.1.1-Python-3.8.2, 0.11.1"
rlwrap,faster: 0.45.2
rocm-cmake,faster: 4.5.0
rocm-smi,faster: 4.5.0
ruamel.yaml,faster: 0.17.21
scikit-bio,faster: 0.5.7
scikit-fda,faster: 0.7.1
scipy,faster: 1.4.1-Python-3.7.4
segmentation-models,faster: 1.0.1-Python-3.7.4
sparsehash,faster: 2.0.3
spoa,faster: 4.0.0
strace,faster: 5.14
tomli,faster: 2.0.1
torchinfo,faster: 1.5.2-PyTorch-1.7.1
ucsctest,faster: 1.0
unison,faster: 2.53.0
upcxx,"faster: 2020.3.0-CUDA-11.7.0, 2020.3.0, 2022.9.0"
vawk,faster: 0.0.1-Python-2.7.16
xfce4,faster: 4.18.0
xfce4-appfinder,faster: 4.18.0
xfce4-dev-tools,faster: 4.18.0
xfce4-panel,faster: 4.18.0
xfce4-settings,faster: 4.18.0
xfconf,faster: 4.18.0
xfdesktop,faster: 4.18.0
xfwm4,faster: 4.18.0
yaff,faster: 1.6.0-Python-3.8.2
zfp,faster: 0.5.5
apptainer,jetstream: 1.1.6
singularity,jetstream: 1.1.6
advisor,"kyric: latest, 2021.1.1"
autoconf-2.69-gcc-9.3.0-u65r6re,kyric: autoconf-2.69-gcc-9.3.0-u65r6re
autoconf-archive-2019.01.06-gcc-9.3.0-lrequrs,kyric: autoconf-archive-2019.01.06-gcc-9.3.0-lrequrs
automake-1.16.3-gcc-9.3.0-gqwwc3j,kyric: automake-1.16.3-gcc-9.3.0-gqwwc3j
berkeley-db-18.1.40-gcc-9.3.0-gdhsdtz,kyric: berkeley-db-18.1.40-gcc-9.3.0-gdhsdtz
bzip2-1.0.8-gcc-9.3.0-mhfuqd4,kyric: bzip2-1.0.8-gcc-9.3.0-mhfuqd4
ccl,"kyric: latest, 2021.1.1"
clck,"kyric: latest, 2021.1.1"
cmake-3.19.5-gcc-9.3.0-6hw3usg,kyric: cmake-3.19.5-gcc-9.3.0-6hw3usg
compiler,"kyric: latest, 2021.1.1"
compiler-rt,"kyric: latest, 2021.1.1"
compiler-rt32,"kyric: latest, 2021.1.1"
compiler32,"kyric: latest, 2021.1.1"
cryptsetup-2.3.1-gcc-9.3.0-bq4hfrl,kyric: cryptsetup-2.3.1-gcc-9.3.0-bq4hfrl
curl-7.74.0-gcc-9.3.0-e6rhv5y,kyric: curl-7.74.0-gcc-9.3.0-e6rhv5y
dal,"kyric: latest, 2021.1.1"
debugger,"kyric: latest, 10.0.0"
dev-utilities,"kyric: latest, 2021.1.1"
diffutils-3.7-gcc-9.3.0-sk5ev4k,kyric: diffutils-3.7-gcc-9.3.0-sk5ev4k
dimemas,kyric: 5.4.2
dnnl,"kyric: latest, 2021.1.1"
dnnl-cpu-gomp,"kyric: latest, 2021.1.1"
dnnl-cpu-iomp,"kyric: latest, 2021.1.1"
dnnl-cpu-tbb,"kyric: latest, 2021.1.1"
dpct,"kyric: latest, 2021.1.1"
dpl,"kyric: latest, 2021.1.1"
expat-2.2.10-gcc-9.3.0-dola2tn,kyric: expat-2.2.10-gcc-9.3.0-dola2tn
extrae,kyric: 3.7.0
fftw-3.3.9-gcc-9.3.0-7ffoo22,kyric: fftw-3.3.9-gcc-9.3.0-7ffoo22
gawk-5.1.0-gcc-9.3.0-is2xpxq,kyric: gawk-5.1.0-gcc-9.3.0-is2xpxq
gcc-10.2.0-gcc-9.3.0-prm4se2,kyric: gcc-10.2.0-gcc-9.3.0-prm4se2
gdbm-1.18.1-gcc-9.3.0-33qtrum,kyric: gdbm-1.18.1-gcc-9.3.0-33qtrum
gettext-0.21-gcc-9.3.0-x4s52y3,kyric: gettext-0.21-gcc-9.3.0-x4s52y3
git-2.29.0-gcc-9.3.0-3xgg4ng,kyric: git-2.29.0-gcc-9.3.0-3xgg4ng
